product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
SimpleProduct,Red Door Spa Red Currant Soft Wax - Berry by Elizabeth Arden for Women - 14 oz Wax,Elizabeth Arden,IN_STOCK,Elizabeth Arden 843711350534 Ladies,"It is formulated with natural fruit extracts of acai berry, red raspberry. Which offer anti-inflammatory healing benefits and a powerful source of antioxidants to nourish and replenish skin. Design house: Elizabeth Arden. Series: Red Door Spa Red Currant Soft Wax. Gender: Ladies. Category: Bath & Body. Size: 14 oz. Color: Berry. Barcode: 843711350534. Red Door Spa Red Currant Soft Wax - Berry by Elizabeth Arden for Women - 14 oz Wax. <br/><br/> This item is only valid for shipment in the Contiguous United States.",Womens,Beauty,37.99,9.99,45.1
SimpleProduct,It Cosmetics Ladies Bye Bye Dark Spots Concealer & Serum 0.22 oz Tan Cool 40 Makeup 3605972732729,It Cosmetics,IN_STOCK,It Cosmetics 3605972732729 Ladies,Bye Bye Dark Spots Concealer + Serum is a buildable - medium-coverage concealer for dark spots that features the exclusive Super Bright Serum with 2% niacinamide - hyaluronic acid and caffeine for instant coverage now and visible improvement of bare skin concerns over time. Design house: It Cosmetics. Gender: Ladies. Category: Cosmetics. Collection: Bye Bye Dark Spots Concealer & Serum. SubType: Concealer. Beauty group: Face. Size: 0.22 oz. Color: Tan Cool 40. Barcode: 3605972732729. It Cosmetics Ladies Bye Bye Dark Spots Concealer & Serum 0.22 oz Tan Cool 40 Makeup 3605972732729.,Womens,Makeup,22.99,19.99,30.0
SimpleProduct,Citizen Tsuyosa Automatic Ice Blue Dial Watch NJ0200-50L,Citizen,IN_STOCK,Citizen NJ0200-50L,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Ice blue dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Citizen Caliber 8210 Automatic movement, containing 21 Jewels, bitting at 21600 vph, and has a power reserve of approximately 45 hours. Scratch resistant sapphire crystal. Transparent see through case back. Round case shape, case size: 37 mm. Band width: 9 mm. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Tsuyosa Series. Casual watch style. Watch label: Japan Movt. Citizen Tsuyosa Automatic Ice Blue Dial Watch NJ0200-50L.",Unisex,Watches,373.99,264.0,450.0
ConfigurableProduct,Moschino Girls Palm Tree Cotton Shorts,Moschino,IN_STOCK,Moschino HDQ01H-LDA13-50206 Girls,"Moschino Girls Bottoms. Fashion category: Shorts. SKU: HDQ01H-LDA13-50206. Color: Pink. Moschino Girls Palm Tree Cotton Shorts. These stretch-cotton blend shorts feature a front logo print, a palm tree design, and a ribbed drawstring waist. Material: 95% cotton, 5% elastane. Made in Portugal.",Girls,Clothing,108.99,68.0,140.0
SimpleProduct,Gucci Gray Cat Eye Ladies Sunglasses GG1298S 001 51,Gucci,IN_STOCK,Gucci GG1298S 001 51 Ladies,Gucci Sunglasses. Series number: GG1298S. Color code: 001. Shape: Cat Eye. Lens Width: 51 mm. Lens Bridge: 22 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Havana. Lenses Type: Gray. Rim Style: Full-Rim. UPC/EAN code: 889652413846. Gucci Gray Cat Eye Ladies Sunglasses GG1298S 001 51. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Womens,Sunglasses,371.99,159.99,495.0
ConfigurableProduct,Stella McCartney Boys Graphic-Print Polyester Bomber Jacket,Stella Mccartney,IN_STOCK,Stella McCartney TV2P57-Z0537-624 Boys,"Stella McCartney Boys Outerwear. Fashion category: Coats & Jackets. SKU: TV2P57-Z0537-624. Material: Polyester. Color: Air Force Blue. Stella McCartney Boys Graphic-Print Polyester Bomber Jacket. This jacket features a graphic print on the rear, an appliqué logo, stripe trim, a band collar, front press-stud fastening, long sleeves, slip pockets on the sides, and a straight hem. 100% Polyester.",Boys,Clothing,180.99,96.98,275.0
ConfigurableProduct,Moncler Foreant Short Hooded Down Jacket,Moncler,IN_STOCK,Moncler I10911A00035-539DK-999 Mens,"Moncler Men's Outerwear. Fashion category: Coats & Jackets. SKU: I10911A00035-539DK-999. Color: Black. Moncler Foreant Short Hooded Down Jacket. The Foreant down jacket, designed for an active lifestyle, features a hooded silhouette crafted from soft shell—an innovative material that combines the performance of technical fabric with the comfort of run-resistant textiles—finished with long sleeves and a front zip fastening. 80% Polyamide, 20% Elastane.",Mens,Clothing,1171.99,778.0,1560.0
ConfigurableProduct,Burberry Wimbledon Belted Trench Coat,Burberry,IN_STOCK,Burberry 8015237 Mens,"Burberry Men's Outerwear. Fashion category: Coats & Jackets. SKU: 8015237. Color: Black. The belted trench coat features a gabardine weave, classic collar, double-breasted button fastening, epaulettes, long sleeves with belted cuffs, a detachable and adjustable waist belt, storm flap, two side button-fastening pockets, central rear vent, Vintage Check-pattern lining, straight hem, and a mid-length silhouette. 100% Cotton, 100% Calf Leather, 100% Buffalo Horn, 100% Viscose. Made in Italy.",Mens,Clothing,1813.99,1087.99,2590.0
SimpleProduct,Rolex Day-Date Dark Mother of pearl Automatic 18kt Yellow Gold Ladies  Watch118208BKMRO,Rolex,IN_STOCK,Rolex 118208BKMRO Ladies,"18kt yellow gold case with a 18kt yellow gold bracelet. Domed bezel. Dark mother of pearl dial with gold-tone hands and Roman hour markers. Dial Type: Analog. Date display at the 3 o'clock position and day display at the 12 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Screw-down crown. Solid case back. Case diameter: 36mm. Oysterclasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Swiss Made. Rolex Day-Date Dark Mother of pearl Automatic 18kt Yellow Gold Ladies  Watch118208BKMRO.",Womens,Watches,29757.99,27544.0,31300.0
SimpleProduct,Pre-owned Girard Perregaux Challenger Bmw Oracle Automatic Black Dial Men's Watch 49950,Girard Perregaux,IN_STOCK,Girard Perregaux 49950 Mens,"Silver-tone stainless steel case with a black rubber strap. Silver-tone stainless steel bezel. Black dial with silver-tone hands and Arabic numeral & index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 1 and 2 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 45 mm. Deployment with push button release clasp. Water resistant at 1000 meters / 3300 feet. Functions: date, hour, minute, second. Challenger Bmw Oracle Series. Dive watch style. Watch label: Swiss Made. Item Variations: 49950 11 651 FK6A, 49950.11.651.FK6A, 4995011651FK6A. Pre-owned Girard Perregaux Challenger Bmw Oracle Automatic Black Dial Men's Watch 49950.",Mens,Watches,5568.0,5568.0,5568.0
SimpleProduct,Longines Presence Automatic Black Dial Ladies Watch L4.322.2.52.8,Longines,IN_STOCK,Longines L4.322.2.52.8 Ladies,"Yellow gold PVD stainless steel case and bracelet. Fixed yellow gold PVD bezel. Black dial with yellow gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Longines calibre L619 automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 30 mm. Case thickness: 7.6 mm. Band width: 16 mm. Fold over clasp with a safety release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Presence Series. Dress watch style. Watch label: Swiss Made. Longines Presence Automatic Black Dial Ladies Watch L4.322.2.52.8.",Womens,Watches,1207.99,975.0,1300.0
ConfigurableProduct,Moncler Fuzzy Fleece Weave Track Shorts,Moncler,IN_STOCK,Moncler H20978H00006-899MV-999 Mens,"Moncler Men's Bottoms. Fashion category: Shorts. SKU: H20978H00006-899MV-999. Color: Black. Moncler Fuzzy Fleece Weave Track Shorts. These shorts blend outdoor and indoor versatility. They feature recycled PrimaLoft reversible cotton fleece for lightweight warmth, an elastic waistband with drawstring, a nylon belt, and contrasting pocket edges for a stylish touch. Outer: 100% polyester.",Mens,Clothing,483.99,237.99,590.0
SimpleProduct,Michele Deco Metallic Rose Gold Dial Ladies Watch MWW06V000079,Michele,OUT_OF_STOCK,Michele MWW06V000079 Ladies,"Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed silver-tone 126 diamonds (0.57 ct) bezel. Metallic rose gold dial with luminous silver-tone hands and diamond index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Seconds sub-dial at the 6 o'clock position subdials. Quartz movement. Scratch resistant sapphire crystal. Solid case back. Square case shape, case size: 31 mm x 29 mm. Band width: 18 mm. Deployment clasp. Water resistant at 50 meters / 165 feet. Functions: hour, minute, second. Deco Series. Dress watch style. Watch label: Swiss Made. Michele Deco Metallic Rose Gold Dial Ladies Watch MWW06V000079.",Womens,Watches,1582.99,1326.5,1895.0
SimpleProduct,Ferre Milano Classic Quartz Blue Dial Ladies Watch FM1L119M0071,Ferre Milano,IN_STOCK,Ferre Milano FM1L119M0071 Ladies,"Rose gold-tone stainless steel case and bracelet. Fixed rose gold-tone stainless steel bezel. Blue dial with rose gold-tone hands and index hour markers. Dial Type: Analog. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Round case shape, case size: 34 mm, case thickness: 10 mm. Band width: 16 mm, band length: 7.5 inches. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: hour, minute, second. Classic Series. Fashion watch style. Watch label: Swiss Made. Ferre Milano Classic Quartz Blue Dial Ladies Watch FM1L119M0071.",Womens,Watches,393.99,150.99,549.0
SimpleProduct,Longines Conquest Quartz Diamond Ladies Moon Phase Watch L3.380.4.97.6,Longines,OUT_OF_STOCK,Longines L3.380.4.97.6 Ladies,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Sunray bue dial with silver-tone hands and diamond hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Moonphase display. Longines calibre L296 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 29.50 mm. Case thickness: 9 mm. Band width: 14 mm. Fold over clasp. Water resistant at 30 meters / 100 feet. Functions: moon phase, date, hour, minute, second. Additional Info: Dial set with 11 wesselton vs-si diamonds (0.031 carats). Conquest Series. Dress watch style. Watch label: Swiss Made. Longines Conquest Quartz Diamond Ladies Moon Phase Watch L3.380.4.97.6.",Womens,Watches,1178.99,919.0,1275.0
SimpleProduct,Salvatore Ferragamo Black/Red Men's Firenze ID Holder,Ferragamo,IN_STOCK,Ferragamo 66A536 714838 001 Mens,Brand: Salvatore Ferragamo. SKU: 66A536 714838 001. Barcode: 8057453076023. Color: Black/Red. Salvatore Ferragamo Black/Red Men's Firenze ID Holder.,Mens,Accessories,306.99,119.0,370.0
SimpleProduct,Frederique Constant Highlife Automatic Blue Dial Ladies Watch FC-303LB2NH6B,Frederique Constant,OUT_OF_STOCK,Frederique Constant FC-303LB2NH6B Ladies,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Blue dial with silver-tone hands and index hour markers. Minute scale around the inner rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Frederique Constant Calibre FC-303 Automatic movement, based upon Sellita SW200-1, containing 26 Jewels, bitting at 28800 vph, and has a power reserve of approximately 38 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent see through case back. Round case shape, case size: 34 mm, case thickness: 9.8 mm. Band width: 21 mm. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Highlife Series. Dress watch style. Watch label: Swiss Made. Frederique Constant Highlife Automatic Blue Dial Ladies Watch FC-303LB2NH6B.",Womens,Watches,1559.99,899.0,1895.0
SimpleProduct,Longines Elegant Automatic White Dial Men's Watch L4.910.4.12.2,Longines,OUT_OF_STOCK,Longines L4.910.4.12.2 Mens,"Stainless steel case with a black (alligator) leather strap. Fixed stainless steel bezel. White dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Longines calibre L619 automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent (see through) case back. Round case shape. Case size: 39 mm. Case thickness: 8.5 mm. Band width: 20 mm. Band length: 8 inches. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Elegant Series. Luxury watch style. Watch label: Swiss Made. Item Variations: L49104122. Longines Elegant Automatic White Dial Men's Watch L4.910.4.12.2.",Mens,Watches,1571.99,1325.0,1900.0
SimpleProduct,Rains Men's Sand Mini Messenger Bag,Rains,IN_STOCK,Rains 13310-SAND Mens,"Rains Men's Messenger. SKU: 13310-SAND. Barcode: 5711747557348. Color: Sand. Size: H 13,6 x D 4,8 x W 12,4 inches. Rains Men's Sand Mini Messenger Bag. Cut from Rains' signature PU fabric, this bag features a minimalistic silhouette with a flap and carabiner closure for a sleek, modern look. It offers a spacious main compartment along with an internal zip pocket for organized storage. The design is completed with snap compressions at the opening and sides, allowing for a more compact or expanded shape, depending on your needs. 100% PES (Polyester).",Mens,Bags,87.99,34.98,105.0
SimpleProduct,Rebel Gravesend White Dial Ladies Watch RB111-4021,Rebel,IN_STOCK,Rebel RB111-4021 Ladies,"Silver-tone stainless steel case with a black leather strap. Fixed silver-tone stainless steel bezel. White dial with silver-tone hands and Arabic numeral and index hour markers. Dial Type: Analog. Quartz movement. Scratch resistant mineral w/ sapphire coating crystal. Push/pull crown. Solid case back. Round case shape, case size: 40 mm, case thickness: 12 mm. Band width: 20 mm, band length: 7.5 inches. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: hour, minute, second. Casual watch style. Rebel Gravesend White Dial Ladies Watch RB111-4021.",Womens,Watches,268.99,197.99,328.0
